"Boys Names in Ireland with 3 or More Occurrences (Number) by Name and"
"Year"

"Raphael",..,8,7,9,5,6,5,4,9,4,4,5,..,3,3,3,7,4,..,..,3,..,..,5,3,3,..,..,..,..,..,..,..,6,5,7,6,6,10,6,14,3
"Regan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,5,..,6,..,4,..,8,..
"Ricardo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,3,..,..,4,..,..,..
"Ricky",..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,7,4,3,11,8,8,5,9,4,6,10,12,4,5,6,..,3,4,..,..,3
"Russell",4,3,3,..,4,4,6,7,6,4,7,6,6,9,4,7,11,10,10,8,7,5,..,3,4,4,4,..,3,5,..,3,3,..,5,3,5,..,3,5,..,5
"Sami",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,3,4,5,5,5,5,7,3,4,5
"Seosamh",4,..,..,3,..,3,3,5,..,..,..,..,..,..,4,..,4,..,3,3,3,..,3,..,..,..,..,..,3,..,..,6,..,..,5,4,3,5,4,..,..,6
"Solomon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,5,..,4,4,4,5,9,6
"Syed",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,3,..,7,8,5,8,9,10,3,12,7,4
"Terence",102,108,109,112,95,108,96,100,109,103,90,79,96,68,75,71,63,55,69,60,54,50,51,49,42,30,18,18,25,14,14,31,18,8,5,8,7,9,5,3,7,7
"Thady",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,3,3,3,4,..,4,..
"Tyrese",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,5,..,3,4,5,3,..,..
"Wesley",..,..,..,3,4,..,6,9,4,10,5,..,17,155,69,43,38,40,32,28,25,33,31,30,23,17,20,18,19,14,16,11,17,4,5,5,4,4,..,5,..,..
"Aedan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,3,..,4,..,4,5,10,5,4,9
"Airidas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,4,..,3,5,..,..,..,..
"Aironas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,4,3,..,3,..,..,..
"Aleks",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,10,6,6,5,7,4,4
"Allan",11,14,15,13,18,17,26,23,23,32,34,27,15,24,17,12,19,24,11,14,13,14,9,16,6,9,9,5,8,3,5,5,7,..,4,..,..,4,7,3,3,..
"Alvin",..,..,..,..,..,..,..,..,..,4,6,4,8,3,4,3,..,4,7,6,..,3,4,..,..,..,..,..,..,..,..,3,..,4,4,7,3,10,..,..,..,..
"Amir",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,3,4,5,5,6,8,3,4,10
"Anton",..,..,..,..,..,3,..,..,3,..,..,3,..,5,4,..,5,..,..,6,9,7,3,..,..,..,3,..,..,..,6,3,6,15,4,5,9,5,6,5,7,4
"Armandas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,12,11,8,10,10,5,8
"Arron",..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,4,..,..,4,5,3,3,5,3,5,9,11,11,14,12,13,11,18,14,4,3,7,..,6,..,..,..
"Arturs",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,4,..,3,6,..,..,..,3
"Aryan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,5,4,7,7,5,5
"Brady",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,4,3,..,..,..,4,3,3
"Cain",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,..,4,8,4,7,4,9,6,6,6,6
"Callan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,..,8,4,5,4,5,14,18,13,14
"Caolain",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,4,..,..,..,..,..,..,..
"Christy",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,4,..,..,4,..,6,3,4
"Con",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,4,4,3,..,3,..,6,8
"Cullen",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,4,..,3,4,7,7,6,11
"Curtis",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,6,..,9,17,19,3,4,5,7,6,4,5,..,..
"Danielius",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,4,6,4,3,14,11,11,7
"Deimantas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,4,4,..,..,..
"Divine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,4,7,5,6,3,..,..,..
"Dwayne",..,..,..,..,..,..,..,..,..,7,4,5,6,7,8,8,8,9,11,9,8,7,15,16,16,12,12,12,9,8,17,..,..,5,4,3,5,..,..,..,4,7
"Eduard",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,6,7,3,4,..,8,..
"Eimhin",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,3,..,3,3,5,3,..,7,7,7,9,7,4,4,8,6,5,5,5,..,3
"Elias",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,4,6,8,8,6,5,9,12
"Emils",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,3,4,..,3,4,..
"Enrico",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,3,..,..
"Eolann",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,5,..,..,3,3,..,..
"Erikas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,5,7,6,16,11,4,3
"Fahad",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,4,..,6,..,..,..
"Feilim",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..,3,..,..,..,..,..,..,..,..,..,3,..,..,..,4,5,..,3,..,4,7,7
"Felim",3,..,..,..,..,6,..,3,3,3,4,..,..,3,..,4,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,4,..,3,..,..,3,..,3
"Fergus",71,66,73,72,72,78,73,86,77,99,82,86,65,58,61,76,48,53,56,32,33,24,26,21,22,20,16,25,16,12,14,11,15,6,4,4,4,14,9,5,5,..
"Finan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,4,5,..,4,5,4,..,..
"Finbarr",61,60,57,43,57,65,50,69,62,61,63,27,48,43,46,44,44,43,34,30,28,35,27,35,30,18,20,19,7,12,6,8,16,11,4,3,10,3,4,3,4,7
"Fred",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8,4,..,3,3,5,7,4,..
"Fynn",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,..,..,3
"Gabrielius",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,9,6,..,6,..
"Gordon",16,12,16,27,27,41,40,53,52,73,68,66,84,73,62,51,48,47,27,39,25,21,18,33,11,8,11,10,12,5,9,7,12,4,4,..,..,4,4,5,..,..
"Gracjan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,5,7,6,3,..,..,..
"Hassan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,3,3,..,..,..,..,..,4,4,5,3,3,5,3,5,3
"Jacek",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,5,4,..,..,..,..,4
"Jaiden",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,6,3,4,4,7
"Jarlath",13,17,18,14,12,14,12,14,21,15,17,15,14,10,15,20,17,9,8,10,5,5,5,10,3,9,5,3,6,10,5,6,6,5,4,6,6,..,..,4,3,..
"Jayson",..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,4,4,6,..,5,6,3,4
"Jerome",18,17,9,12,14,10,12,16,12,11,7,12,10,10,14,12,13,8,6,8,9,5,7,11,4,3,8,5,4,6,9,10,4,5,4,4,3,3,..,6,..,6
"Kaleb",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,4,4,4,..,6,9,5,5
"Kallum",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,7,4,..,6,..,10,..,..,9
"Kalvin",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,4,..,4,8,..,7,..,4,8,4
"Kiefer",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,3,..,..,..,..,4,..,5,..,..,..,..,..
"Konrad",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,..,..,5,4,8,12,18,10,8,6,4
"Krish",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,..,..,..
"Kristian",..,..,..,..,..,..,..,..,..,..,4,..,3,6,5,6,..,4,..,..,3,..,..,3,5,4,3,3,4,4,4,7,5,14,4,15,14,9,10,10,4,6
"Kylan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,4,..,3,6
"Kyran",3,..,..,5,..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,4,6,7,10,4,3,6,4
"Lawrence",18,18,12,36,28,16,9,10,15,11,8,6,6,10,9,..,12,12,8,9,4,5,6,5,6,11,5,..,4,4,4,9,4,..,4,4,..,5,..,..,4,..
"Lennox",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,5,6,3,3
"Leroy",..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,..,5,..,..,..,3,..,..,..,3,..,..,..,3,..,..,4,..,3,..,5,..,6,..
"Luis",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,5,..,3,5,6,3,6
"Marek",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,4,6,8,7,10,7,..,3
"Marko",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,3,..,4,8,7,..,5
"Martynas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,7,6,..,3,3,8
"Mazin",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,..,..,..
"Milan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,4,6,4,8,13,9,12,19
"Muhammed",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,9,7,3,5,5,3,..
"Mustafa",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,3,..,3,8,6,3
"Nataniel",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,9,8,7,16,13,15,9
"Neal",5,..,7,6,5,6,8,12,11,11,17,9,20,16,16,8,13,14,15,9,10,10,9,11,7,12,8,10,7,4,4,7,4,..,4,..,..,..,3,..,..,3
"Nedas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,4,3,4,6,4,..,..,..
"Nick",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,3,4,..,3,3,..
"Nicky",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,..,..,..,..,..,..,..,3,4,3,4,..,..,..,..,..
"Niks",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,4,..,..,..,3,..,..,..
"Norbert",..,3,3,4,..,..,..,..,..,..,..,5,..,..,..,3,..,..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,4,6,3,3,5,..,4,..
"Obed",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,..,..,..
"Orlando",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,3,..,..,..,..,..
"Pearce",..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,..,..,..,..,4,3,..,..,..,..,4,3,4,..,..,..,..,..
"Phelim",9,..,5,9,6,6,8,6,5,4,9,6,5,7,5,12,12,7,7,..,4,8,7,7,3,5,3,3,..,4,6,7,3,3,4,11,5,3,..,5,4,..
"Pijus",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,3,4,4,3,..,..
"Praise",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,4,..,3,4,..,..,..,..
"Pranav",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,4,4,..,..,3,..,3,3
"Quinn",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,5,3,3,3,6,3,4
"Rafael",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,4,5,11,8,12,14,10,10
"Raul",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,4,7,4,6,3,3,..,10
"Rio",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,4,..,3,7,10,4,7,4
"Rioghan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,4,5,..,4,4,6,4,5
"Roberto",..,..,..,..,..,..,..,..,..,..,3,3,..,3,..,5,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,3,3,4,3,..,..,4,..,3,5
"Roberts",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,6,5,3,..,7,6,6
"Ronald",37,32,34,32,40,26,24,26,31,23,17,22,19,10,15,21,22,9,12,5,15,13,5,6,..,4,3,..,3,..,..,3,..,..,4,..,..,..,3,3,..,..
"Rui",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,3,..,..,..,..
"Salvador",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,..,..,..
"Samson",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,4,3,..,4,..,..,..,7
"Seth",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,4,4,5,5,9,6,11,10
"Simeon",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,3,..,..,..,..
"Stanislav",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,3,..,..
"Taha",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,4,6,..,3,3,3,..,..
"Taidgh",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,4,4,..,3,..,..,3,7
"Tariq",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,3,4,..,3,3,..,..,..,3
"Viktor",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,4,3,7,5,3,12
"Wilson",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,..,..,..,..,..
"Wyatt",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,..,..,3,..,..,..,4
"Aarron",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..
"Abdurahman",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..
"Adams",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..
"Alanas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..
"Alessandro",..,..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,3,..,4,..,5,4,..,3
"Alexis",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,3,..,3,3,..,..,..,..,3,..,..,..,..,..,..,..,3,4,..,..,..,..,..,..
"Alfred",15,9,10,6,9,13,10,5,8,6,9,6,3,..,5,4,5,7,4,5,4,4,..,..,4,..,..,..,..,..,4,..,..,5,3,10,6,9,5,9,10,12
"Allen",9,5,18,16,20,17,22,26,17,11,25,24,16,22,20,17,20,22,19,15,14,16,15,10,9,9,10,4,4,7,..,3,4,..,3,4,3,3,..,..,..,..
"Amin",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,3,..,..,..,..,..,..
"Anas",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,3,..,..,5,..,4,..,..
"Andrej",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,3,3,..,..,..
"Andrzej",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,4,..,3,3,..,..,..
"Angelo",..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,3,4,4,7,3,6,4,3
"Angus",3,6,6,3,5,5,3,..,3,..,6,..,7,..,..,3,..,3,3,..,5,..,..,..,..,..,3,3,..,..,..,..,..,..,3,3,..,..,..,..,..,..
"Aodan",..,..,..,..,..,..,..,..,..,6,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,..,..,3,3,..,..,3,3,4,5,7,4,4,3,8
"Arkadiusz",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,5,4,..,..,..,..,..
"Axel",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,5,..,..,4,4,6,4
"Balazs",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..
"Becali",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..
"Beniamin",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,4,5,..,..,..,..,..
"Bilal",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,3,..,..,..,..,..,..,..,3,5,7,..,6,6,..,4
"Blaine",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,12,9,7,5,7,8,7,..,..,5,3,4,3,3,3,..,..,..,5,..
"Blazej",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,3,..,4,3,6,3,3
"Bo",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,5,..,..
"Boluwatife",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,3,3,..,..,..,..,..,..
"Brad",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,3,13,4,3,..,..,..,..,..,..,..
"Brandyn",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..
"Brayden",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,7,3,7,6,9,8
"Bruno",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,3,7,12,6,7,11,13,6
"Bryce",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..
"Cael",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,3,6,5,..,4,5,5,..
"Cahir",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,..,..,..,5,3,..,4,..,..,4,..,3
"Caimin",..,..,3,3,..,..,..,..,3,3,..,3,..,3,..,..,..,..,..,..,..,..,3,3,3,..,4,..,4,..,..,4,3,5,3,3,..,4,6,5,..,..
"Chulainn",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,3,..,..,..,3,8,4,3
"Cohen",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,5
"Collins",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..
"Colman",17,16,12,11,15,16,9,23,23,11,14,10,15,13,9,8,10,7,3,14,9,8,5,10,4,5,8,4,4,5,5,6,..,..,3,3,4,..,..,4,..,..
"Culainn",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,7,4,..,6,4
"Dale",..,..,..,..,3,..,..,..,..,4,3,8,5,..,4,3,9,..,4,..,8,..,7,3,10,10,8,10,20,62,50,53,37,7,3,10,9,7,9,3,9,5
"Dallan",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,3,..,..,..,..,..,..,3,..,..,..,..,..,4,3
